SURVEY_DATE	PRODUCT_ID	PRODUCT_NAME	PRICE	VAT	EXCISE	NET	CHANGE
11.01.2010	5	LPG	612.98	102.16	125.27	385.55	4.9
11.01.2010	6	Residual fuel oil	827.21	75.2	166.84	585.17	22.42
11.01.2010	8	Heavy fuel oil	428.15	0	31.39	396.76	21.87
18.01.2010	1	Euro-Super 95	1315.94	219.32	564	532.62	5.18
18.01.2010	2	Automotive gas oil	1157.52	192.92	423	541.6	4.55
18.01.2010	3	Heating gas oil	1124.46	187.41	403.21	533.84	-13.14
18.01.2010	5	LPG	622.23	103.7	125.27	393.26	9.25
18.01.2010	6	Residual fuel oil	813.78	73.98	166.84	572.96	-13.43
18.01.2010	8	Heavy fuel oil	411.95	0	31.39	380.56	-16.2
25.01.2010	1	Euro-Super 95	1313.83	218.97	564	530.86	-2.11
25.01.2010	2	Automotive gas oil	1147.15	191.19	423	532.96	-10.37
25.01.2010	3	Heating gas oil	1119.99	186.66	403.21	530.12	-4.47
25.01.2010	5	LPG	624.2	104.03	125.27	394.9	1.97
25.01.2010	6	Residual fuel oil	810.33	73.67	166.84	569.82	-3.45
25.01.2010	8	Heavy fuel oil	409.47	0	31.39	378.08	-2.48
1.02.2010	1	Euro-Super 95	1312.6	218.77	564	529.83	-1.23
1.02.2010	2	Automotive gas oil	1136.04	189.34	423	523.7	-11.11
1.02.2010	3	Heating gas oil	1108.19	184.7	403.21	520.28	-11.8
1.02.2010	5	LPG	625.72	104.29	125.27	396.16	1.52
1.02.2010	6	Residual fuel oil	807.68	73.43	166.84	567.41	-2.65
1.02.2010	8	Heavy fuel oil	410.4	0	31.39	379.01	0.93
8.02.2010	1	Euro-Super 95	1320.82	220.14	564	536.68	8.22
8.02.2010	2	Automotive gas oil	1142.94	190.49	423	529.45	6.9
8.02.2010	3	Heating gas oil	1114.04	185.67	403.21	525.16	5.85
8.02.2010	5	LPG	637.05	106.18	125.27	405.6	11.33
8.02.2010	6	Residual fuel oil	807.37	73.4	166.84	567.13	-0.31
8.02.2010	8	Heavy fuel oil	408.19	0	31.39	376.8	-2.21
15.02.2010	1	Euro-Super 95	1306.98	217.83	564	525.15	-13.84
15.02.2010	2	Automotive gas oil	1135.23	189.2	423	523.03	-7.71
15.02.2010	3	Heating gas oil	1109.37	184.89	403.21	521.27	-4.67
15.02.2010	5	LPG	646.19	107.7	125.27	413.22	9.14
15.02.2010	6	Residual fuel oil	814.66	74.06	166.84	573.76	7.29
15.02.2010	8	Heavy fuel oil	409.58	0	31.39	378.19	1.39
22.02.2010	1	Euro-Super 95	1311.1	218.52	564	528.58	4.12
22.02.2010	2	Automotive gas oil	1155.08	192.51	423	539.57	19.85
22.02.2010	3	Heating gas oil	1126.13	187.69	403.21	535.23	16.76
22.02.2010	5	LPG	655.77	109.29	125.27	421.21	9.58
22.02.2010	6	Residual fuel oil	830.64	75.51	166.84	588.29	15.98
22.02.2010	8	Heavy fuel oil	416.92	0	31.39	385.53	7.34
1.03.2010	1	Euro-Super 95	1333.18	222.2	564	546.98	22.08
1.03.2010	2	Automotive gas oil	1180.87	196.81	423	561.06	25.79
1.03.2010	3	Heating gas oil	1132.89	188.81	403.21	540.87	6.76
1.03.2010	5	LPG	655.86	109.31	125.27	421.28	0.09
1.03.2010	6	Residual fuel oil	823.29	74.84	166.84	581.61	-7.35
1.03.2010	8	Heavy fuel oil	404.71	0	31.39	373.32	-12.21
8.03.2010	1	Euro-Super 95	1352.43	225.4	564	563.03	19.25
8.03.2010	2	Automotive gas oil	1181.81	196.97	423	561.84	0.94
8.03.2010	3	Heating gas oil	1144.92	190.82	403.21	550.89	12.03
8.03.2010	5	LPG	655.88	109.31	125.27	421.3	0.02
8.03.2010	6	Residual fuel oil	826.76	75.16	166.84	584.76	3.47
8.03.2010	8	Heavy fuel oil	418.08	0	31.39	386.69	13.37
15.03.2010	1	Euro-Super 95	1363.15	227.19	564	571.96	10.72
15.03.2010	2	Automotive gas oil	1189.53	198.25	423	568.28	7.72
15.03.2010	3	Heating gas oil	1153.36	192.23	403.21	557.92	8.44
15.03.2010	5	LPG	655.9	109.32	125.27	421.31	0.02
15.03.2010	6	Residual fuel oil	829.5	75.41	166.84	587.25	2.74
15.03.2010	8	Heavy fuel oil	419.6	0	31.39	388.21	1.52
22.03.2010	1	Euro-Super 95	1376.49	229.41	564	583.08	13.34
22.03.2010	2	Automotive gas oil	1200.84	200.14	423	577.7	11.31
22.03.2010	3	Heating gas oil	1159.05	193.17	403.21	562.67	5.69
22.03.2010	5	LPG	656.47	109.41	125.27	421.79	0.57
22.03.2010	6	Residual fuel oil	835.82	75.98	166.84	593	6.32
22.03.2010	8	Heavy fuel oil	426.96	0	31.39	395.57	7.36
29.03.2010	1	Euro-Super 95	1377.49	229.58	564	583.91	1
29.03.2010	2	Automotive gas oil	1201.89	200.32	423	578.57	1.05
29.03.2010	3	Heating gas oil	1163.68	193.95	403.21	566.52	4.63
29.03.2010	5	LPG	662.12	110.35	125.27	426.5	5.65
29.03.2010	6	Residual fuel oil	844.16	76.74	166.84	600.58	8.34
29.03.2010	8	Heavy fuel oil	438.14	0	31.39	406.75	11.18
12.04.2010	1	Euro-Super 95	1392.62	232.1	564	596.52	15.13
12.04.2010	2	Automotive gas oil	1219.94	203.32	423	593.62	18.05
12.04.2010	3	Heating gas oil	1187.9	197.98	403.21	586.71	24.22
12.04.2010	5	LPG	662.55	110.42	125.27	426.86	0.43
12.04.2010	6	Residual fuel oil	857.66	77.97	166.84	612.85	13.5
12.04.2010	8	Heavy fuel oil	450.75	0	31.39	419.36	12.61
19.04.2010	1	Euro-Super 95	1392.12	232.02	564	596.1	-0.5
19.04.2010	2	Automotive gas oil	1223.21	203.87	423	596.34	3.27
19.04.2010	3	Heating gas oil	1193.62	198.94	403.21	591.47	5.72
19.04.2010	5	LPG	658.93	109.82	125.27	423.84	-3.62
19.04.2010	6	Residual fuel oil	863.04	78.46	166.84	617.74	5.38
19.04.2010	8	Heavy fuel oil	456.16	0	31.39	424.77	5.41
26.04.2010	1	Euro-Super 95	1389.67	231.61	564	594.06	-2.45
26.04.2010	2	Automotive gas oil	1230.4	205.07	423	602.33	7.19
26.04.2010	3	Heating gas oil	1200.89	200.15	403.21	597.53	7.27
26.04.2010	5	LPG	659.15	109.86	125.27	424.02	0.22
26.04.2010	6	Residual fuel oil	862.81	78.44	166.84	617.53	-0.23
26.04.2010	8	Heavy fuel oil	455.98	0	31.39	424.59	-0.18
3.05.2010	1	Euro-Super 95	1404.64	234.11	564	606.53	14.97
3.05.2010	2	Automotive gas oil	1247.62	207.94	423	616.68	17.22
3.05.2010	3	Heating gas oil	1212.56	202.09	403.21	607.26	11.67
3.05.2010	5	LPG	659.17	109.86	125.27	424.04	0.02
3.05.2010	6	Residual fuel oil	867.05	78.82	166.84	621.39	4.24
3.05.2010	8	Heavy fuel oil	461.75	0	31.39	430.36	5.77
10.05.2010	1	Euro-Super 95	1399.64	233.27	564	602.37	-5
10.05.2010	2	Automotive gas oil	1245.73	207.62	423	615.11	-1.89
10.05.2010	3	Heating gas oil	1203.96	200.66	403.21	600.09	-8.6
10.05.2010	5	LPG	659.37	109.89	125.27	424.21	0.2
10.05.2010	6	Residual fuel oil	862.66	78.42	166.84	617.4	-4.39
10.05.2010	8	Heavy fuel oil	460.78	0	31.39	429.39	-0.97
17.05.2010	1	Euro-Super 95	1394.59	232.43	564	598.16	-5.05
17.05.2010	2	Automotive gas oil	1251.03	208.5	423	619.53	5.3
17.05.2010	3	Heating gas oil	1200.74	200.12	403.21	597.41	-3.22
17.05.2010	5	LPG	660.47	110.08	125.27	425.12	1.1
17.05.2010	6	Residual fuel oil	865.47	78.68	166.84	619.95	2.81
17.05.2010	8	Heavy fuel oil	460.79	0	31.39	429.4	0.01
24.05.2010	1	Euro-Super 95	1372.59	228.76	564	579.83	-22
24.05.2010	2	Automotive gas oil	1227.12	204.52	423	599.6	-23.91
24.05.2010	3	Heating gas oil	1171.11	195.18	403.21	572.72	-29.63
24.05.2010	5	LPG	660.47	110.08	125.27	425.12	0
24.05.2010	6	Residual fuel oil	836.76	76.07	166.84	593.85	-28.71
24.05.2010	8	Heavy fuel oil	435.75	0	31.39	404.36	-25.04
31.05.2010	1	Euro-Super 95	1359.33	226.55	564	568.78	-13.26
31.05.2010	2	Automotive gas oil	1216.1	202.68	423	590.42	-11.02
31.05.2010	3	Heating gas oil	1187.3	197.88	403.21	586.21	16.19
31.05.2010	5	LPG	660.51	110.08	125.27	425.16	0.04
31.05.2010	6	Residual fuel oil	845.39	76.85	166.84	601.7	8.63
31.05.2010	8	Heavy fuel oil	440.66	0	31.39	409.27	4.91
7.06.2010	1	Euro-Super 95	1372.18	228.7	564	579.48	12.85
7.06.2010	2	Automotive gas oil	1229.93	204.99	423	601.94	13.83
7.06.2010	3	Heating gas oil	1191.74	198.62	403.21	589.91	4.44
7.06.2010	5	LPG	660.39	110.06	125.27	425.06	-0.12
7.06.2010	6	Residual fuel oil	848.32	77.12	166.84	604.36	2.93
7.06.2010	8	Heavy fuel oil	446	0	31.39	414.61	5.34
14.06.2010	1	Euro-Super 95	1376.18	229.36	564	582.82	4
14.06.2010	2	Automotive gas oil	1239.59	206.6	423	609.99	9.66
14.06.2010	3	Heating gas oil	1210.13	201.69	403.21	605.23	18.39
14.06.2010	5	LPG	663.79	110.63	125.27	427.89	3.4
14.06.2010	6	Residual fuel oil	858.05	78	166.84	613.21	9.73
14.06.2010	8	Heavy fuel oil	453.95	0	31.39	422.56	7.95
21.06.2010	1	Euro-Super 95	1391.59	231.93	564	595.66	15.41
21.06.2010	2	Automotive gas oil	1251.71	208.62	423	620.09	12.12
21.06.2010	3	Heating gas oil	1215.49	202.58	403.21	609.7	5.36
21.06.2010	5	LPG	660	110	125.27	424.73	-3.79
21.06.2010	6	Residual fuel oil	859.41	78.13	166.84	614.44	1.36
21.06.2010	8	Heavy fuel oil	449.12	0	31.39	417.73	-4.83
28.06.2010	1	Euro-Super 95	1395.7	232.62	564	599.08	4.11
28.06.2010	2	Automotive gas oil	1247.92	207.99	423	616.93	-3.79
28.06.2010	3	Heating gas oil	1204.33	200.72	403.21	600.4	-11.16
28.06.2010	5	LPG	660	110	125.27	424.73	0
28.06.2010	6	Residual fuel oil	848.98	77.18	166.84	604.96	-10.43
28.06.2010	8	Heavy fuel oil	446.12	0	31.39	414.73	-3
5.07.2010	1	Euro-Super 95	1377.65	229.61	564	584.04	-18.05
5.07.2010	2	Automotive gas oil	1219.59	203.27	423	593.32	-28.33
5.07.2010	3	Heating gas oil	1178.88	196.48	403.21	579.19	-25.45
5.07.2010	5	LPG	660	110	125.27	424.73	0
5.07.2010	6	Residual fuel oil	840.21	76.38	166.84	596.99	-8.77
5.07.2010	8	Heavy fuel oil	436.37	0	31.39	404.98	-9.75
12.07.2010	1	Euro-Super 95	1372.37	228.73	564	579.64	-5.28
12.07.2010	2	Automotive gas oil	1212.09	202.01	423	587.08	-7.5
12.07.2010	3	Heating gas oil	1177.95	196.32	403.21	578.42	-0.93
12.07.2010	5	LPG	660.08	110.01	125.27	424.8	0.08
12.07.2010	6	Residual fuel oil	841.51	76.5	166.84	598.17	1.3
12.07.2010	8	Heavy fuel oil	446.42	0	31.39	415.03	10.05
19.07.2010	1	Euro-Super 95	1365.56	227.59	564	573.97	-6.81
19.07.2010	2	Automotive gas oil	1207.36	201.23	423	583.13	-4.73
19.07.2010	3	Heating gas oil	1170.01	195	403.21	571.8	-7.94
19.07.2010	5	LPG	655.62	109.27	125.27	421.08	-4.46
19.07.2010	6	Residual fuel oil	845.25	76.84	166.84	601.57	3.74
19.07.2010	8	Heavy fuel oil	451.21	0	31.39	419.82	4.79
26.07.2010	1	Euro-Super 95	1355.44	225.91	564	565.53	-10.12
26.07.2010	2	Automotive gas oil	1201.61	200.27	423	578.34	-5.75
26.07.2010	3	Heating gas oil	1176.59	196.1	403.21	577.28	6.58
26.07.2010	5	LPG	655.24	109.21	125.27	420.76	-0.38
26.07.2010	6	Residual fuel oil	850.16	77.29	166.84	606.03	4.91
26.07.2010	8	Heavy fuel oil	454.6	0	31.39	423.21	3.39
2.08.2010	1	Euro-Super 95	1362.8	227.13	564	571.67	7.36
2.08.2010	2	Automotive gas oil	1210.47	201.74	423	585.73	8.86
2.08.2010	3	Heating gas oil	1172.7	195.45	403.21	574.04	-3.89
2.08.2010	5	LPG	654.83	109.14	125.27	420.42	-0.41
2.08.2010	6	Residual fuel oil	846.14	76.92	166.84	602.38	-4.02
2.08.2010	8	Heavy fuel oil	449.73	0	31.39	418.34	-4.87
9.08.2010	1	Euro-Super 95	1366.78	227.8	564	574.98	3.98
9.08.2010	2	Automotive gas oil	1214.2	202.37	423	588.83	3.73
9.08.2010	3	Heating gas oil	1181.04	196.84	403.21	580.99	8.34
9.08.2010	5	LPG	654.12	109.02	125.27	419.83	-0.71
9.08.2010	6	Residual fuel oil	846.82	76.98	166.84	603	0.68
9.08.2010	8	Heavy fuel oil	456.16	0	31.39	424.77	6.43
16.08.2010	1	Euro-Super 95	1365.94	227.66	564	574.28	-0.84
16.08.2010	2	Automotive gas oil	1212.66	202.11	423	587.55	-1.54
16.08.2010	3	Heating gas oil	1187.53	197.92	403.21	586.4	6.49
16.08.2010	5	LPG	654.1	109.02	125.27	419.81	-0.02
16.08.2010	6	Residual fuel oil	869.94	79.09	166.84	624.01	23.12
16.08.2010	8	Heavy fuel oil	447.65	0	31.39	416.26	-8.51
23.08.2010	1	Euro-Super 95	1359.69	226.62	564	569.07	-6.25
23.08.2010	2	Automotive gas oil	1210.96	201.83	423	586.13	-1.7
23.08.2010	3	Heating gas oil	1170.08	195.01	403.21	571.86	-17.45
23.08.2010	5	LPG	654.1	109.02	125.27	419.81	0
23.08.2010	6	Residual fuel oil	841.85	76.53	166.84	598.48	-28.09
23.08.2010	8	Heavy fuel oil	446.41	0	31.39	415.02	-1.24
30.08.2010	1	Euro-Super 95	1350.36	225.06	564	561.3	-9.33
30.08.2010	2	Automotive gas oil	1207.52	201.25	423	583.27	-3.44
30.08.2010	3	Heating gas oil	1174.23	195.71	403.21	575.31	4.15
30.08.2010	5	LPG	653.53	108.92	125.27	419.34	-0.57
30.08.2010	6	Residual fuel oil	833.46	75.77	166.84	590.85	-8.39
30.08.2010	8	Heavy fuel oil	446.56	0	31.39	415.17	0.15
6.09.2010	1	Euro-Super 95	1349.91	224.98	564	560.93	-0.45
6.09.2010	2	Automotive gas oil	1208.93	201.49	423	584.44	1.41
6.09.2010	3	Heating gas oil	1167.91	194.65	403.21	570.05	-6.32
6.09.2010	5	LPG	655.58	109.26	125.27	421.05	2.05
6.09.2010	6	Residual fuel oil	830.59	75.51	166.84	588.24	-2.87
6.09.2010	8	Heavy fuel oil	431.84	0	31.39	400.45	-14.72
13.09.2010	1	Euro-Super 95	1359.13	226.52	564	568.61	9.22
13.09.2010	2	Automotive gas oil	1222.45	203.74	423	595.71	13.52
13.09.2010	3	Heating gas oil	1184.17	197.36	403.21	583.6	16.26
13.09.2010	5	LPG	655.19	109.2	125.27	420.72	-0.39
13.09.2010	6	Residual fuel oil	840.37	76.4	166.84	597.13	9.78
13.09.2010	8	Heavy fuel oil	449.01	0	31.39	417.62	17.17
20.09.2010	1	Euro-Super 95	1364.74	227.46	564	573.28	5.61
20.09.2010	2	Automotive gas oil	1227.79	204.63	423	600.16	5.34
20.09.2010	3	Heating gas oil	1184.73	197.45	403.21	584.07	0.56
20.09.2010	5	LPG	655.89	109.31	125.27	421.31	0.7
20.09.2010	6	Residual fuel oil	832.93	75.72	166.84	590.37	-7.44
20.09.2010	8	Heavy fuel oil	439.31	0	31.39	407.92	-9.7
27.09.2010	1	Euro-Super 95	1347.96	224.66	564	559.3	-16.78
27.09.2010	2	Automotive gas oil	1215.9	202.65	423	590.25	-11.89
27.09.2010	3	Heating gas oil	1164.96	194.16	403.21	567.59	-19.77
27.09.2010	5	LPG	654.18	109.03	125.27	419.88	-1.71
27.09.2010	6	Residual fuel oil	825.04	75	166.84	583.2	-7.89
27.09.2010	8	Heavy fuel oil	427.27	0	31.39	395.88	-12.04
4.10.2010	1	Euro-Super 95	1344.06	224.01	564	556.05	-3.9
4.10.2010	2	Automotive gas oil	1211.67	201.95	423	586.72	-4.23
4.10.2010	3	Heating gas oil	1182.1	197.02	403.21	581.87	17.14
4.10.2010	5	LPG	654.77	109.13	125.27	420.37	0.59
4.10.2010	6	Residual fuel oil	830.07	75.46	166.84	587.77	5.03
4.10.2010	8	Heavy fuel oil	422.86	0	31.39	391.47	-4.41
11.10.2010	1	Euro-Super 95	1354.47	225.74	564	564.73	10.41
11.10.2010	2	Automotive gas oil	1223.72	203.95	423	596.77	12.05
11.10.2010	3	Heating gas oil	1183.73	197.29	403.21	583.23	1.63
11.10.2010	5	LPG	664.12	110.69	125.27	428.16	9.35
11.10.2010	6	Residual fuel oil	813.41	73.95	166.84	572.62	-16.66
11.10.2010	8	Heavy fuel oil	436.84	0	31.39	405.45	13.98
18.10.2010	1	Euro-Super 95	1358.83	226.47	564	568.36	4.36
18.10.2010	2	Automotive gas oil	1229.15	204.86	423	601.29	5.43
18.10.2010	3	Heating gas oil	1187.45	197.91	403.21	586.33	3.72
18.10.2010	5	LPG	661	110.17	125.27	425.56	-3.12
18.10.2010	6	Residual fuel oil	829.95	75.45	166.84	587.66	16.54
18.10.2010	8	Heavy fuel oil	439.81	0	31.39	408.42	2.97
25.10.2010	1	Euro-Super 95	1351.57	225.26	564	562.31	-7.26
25.10.2010	2	Automotive gas oil	1223.7	203.95	423	596.75	-5.45
25.10.2010	3	Heating gas oil	1177.43	196.24	403.21	577.98	-10.02
25.10.2010	5	LPG	660.89	110.15	125.27	425.47	-0.11
25.10.2010	6	Residual fuel oil	826.44	75.13	166.84	584.47	-3.51
25.10.2010	8	Heavy fuel oil	425.36	0	31.39	393.97	-14.45
1.11.2010	1	Euro-Super 95	1352.9	225.48	564	563.42	1.33
1.11.2010	2	Automotive gas oil	1227.64	204.61	423	600.03	3.94
1.11.2010	3	Heating gas oil	1178.39	196.4	403.21	578.78	0.96
1.11.2010	5	LPG	661.5	110.25	125.27	425.98	0.61
1.11.2010	6	Residual fuel oil	829.95	75.45	166.84	587.66	3.51
1.11.2010	8	Heavy fuel oil	437.33	0	31.39	405.94	11.97
8.11.2010	1	Euro-Super 95	1363.98	227.33	564	572.65	11.08
8.11.2010	2	Automotive gas oil	1233.93	205.65	423	605.28	6.29
8.11.2010	3	Heating gas oil	1183.83	197.3	403.21	583.32	5.44
8.11.2010	5	LPG	672.5	112.08	125.27	435.15	11
8.11.2010	6	Residual fuel oil	834.21	75.84	166.84	591.53	4.26
8.11.2010	8	Heavy fuel oil	442.04	0	31.39	410.65	4.71
15.11.2010	1	Euro-Super 95	1381.46	230.24	564	587.22	17.48
15.11.2010	2	Automotive gas oil	1255.91	209.32	423	623.59	21.98
15.11.2010	3	Heating gas oil	1207.7	201.28	403.21	603.21	23.87
15.11.2010	5	LPG	680.98	113.5	125.27	442.21	8.48
15.11.2010	6	Residual fuel oil	847.76	77.07	166.84	603.85	13.55
15.11.2010	8	Heavy fuel oil	454.95	0	31.39	423.56	12.91
22.11.2010	1	Euro-Super 95	1377.11	229.52	564	583.59	-4.35
22.11.2010	2	Automotive gas oil	1248.88	208.15	423	617.73	-7.03
22.11.2010	3	Heating gas oil	1196.8	199.47	403.21	594.12	-10.9
22.11.2010	5	LPG	684.21	114.04	125.27	444.9	3.23
22.11.2010	6	Residual fuel oil	836.13	76.01	166.84	593.28	-11.63
22.11.2010	8	Heavy fuel oil	434.52	0	31.39	403.13	-20.43
29.11.2010	1	Euro-Super 95	1384.92	230.82	564	590.1	7.81
29.11.2010	2	Automotive gas oil	1260.41	210.07	423	627.34	11.53
29.11.2010	3	Heating gas oil	1204.78	200.8	403.21	600.77	7.98
29.11.2010	5	LPG	694.02	115.67	125.27	453.08	9.81
29.11.2010	6	Residual fuel oil	843.89	76.72	166.84	600.33	7.76
29.11.2010	8	Heavy fuel oil	453.24	0	31.39	421.85	18.72
6.12.2010	1	Euro-Super 95	1412.07	235.34	564	612.73	27.15
6.12.2010	2	Automotive gas oil	1285.61	214.27	423	648.34	25.2
6.12.2010	3	Heating gas oil	1238.48	206.41	403.21	628.86	33.7
6.12.2010	5	LPG	720.58	120.1	125.27	475.21	26.56
6.12.2010	6	Residual fuel oil	854.26	77.66	166.84	609.76	10.37
6.12.2010	8	Heavy fuel oil	473.08	0	31.39	441.69	19.84
13.12.2010	1	Euro-Super 95	1419.32	236.55	564	618.77	7.25
13.12.2010	2	Automotive gas oil	1295.23	215.87	423	656.36	9.62
13.12.2010	3	Heating gas oil	1251.4	208.57	403.21	639.62	12.92
13.12.2010	5	LPG	735.99	122.67	125.27	488.05	15.41
13.12.2010	6	Residual fuel oil	849.14	77.19	166.84	605.11	-5.12
13.12.2010	8	Heavy fuel oil	461.88	0	31.39	430.49	-11.2
20.12.2010	1	Euro-Super 95	1417.72	236.29	564	617.43	-1.6
20.12.2010	2	Automotive gas oil	1292.5	215.42	423	654.08	-2.73
20.12.2010	3	Heating gas oil	1251.46	208.58	403.21	639.67	0.06
20.12.2010	5	LPG	740.54	123.42	125.27	491.85	4.55
20.12.2010	6	Residual fuel oil	855	77.73	166.84	610.43	5.86
20.12.2010	8	Heavy fuel oil	472.16	0	31.39	440.77	10.28
3.01.2011	1	Euro-Super 95	1437.5	239.58	564	633.92	19.78
3.01.2011	2	Automotive gas oil	1312.12	218.69	423	670.43	19.62
3.01.2011	3	Heating gas oil	1256.04	209.34	403.21	643.49	4.58
3.01.2011	5	LPG	749.61	124.94	125.27	499.4	9.07
3.01.2011	6	Residual fuel oil	873.87	79.44	166.84	627.59	18.87
3.01.2011	8	Heavy fuel oil	469.89	0	31.39	438.5	-2.27
10.01.2011	1	Euro-Super 95	1444.69	240.78	564	639.91	7.19
10.01.2011	2	Automotive gas oil	1318.27	219.71	423	675.56	6.15
10.01.2011	3	Heating gas oil	1264.07	210.68	403.21	650.18	8.03
10.01.2011	5	LPG	753.11	125.52	125.27	502.32	3.5
10.01.2011	6	Residual fuel oil	889.96	80.91	166.84	642.21	16.09
10.01.2011	8	Heavy fuel oil	478.04	0	31.39	446.65	8.15
17.01.2011	1	Euro-Super 95	1465.6	244.27	564	657.33	20.91
17.01.2011	2	Automotive gas oil	1340.35	223.39	423	693.96	22.08
17.01.2011	3	Heating gas oil	1285.63	214.27	403.21	668.15	21.56
17.01.2011	5	LPG	784.92	130.82	125.27	528.83	31.81
17.01.2011	6	Residual fuel oil	879.78	79.98	166.84	632.96	-10.18
17.01.2011	8	Heavy fuel oil	490.75	0	31.39	459.36	12.71
24.01.2011	1	Euro-Super 95	1470.51	245.08	564	661.43	4.91
24.01.2011	2	Automotive gas oil	1349.45	224.91	423	701.54	9.1
24.01.2011	3	Heating gas oil	1283.47	213.91	403.21	666.35	-2.16
24.01.2011	5	LPG	789.82	131.64	125.27	532.91	4.9
24.01.2011	6	Residual fuel oil	881.11	80.1	166.84	634.17	1.33
24.01.2011	8	Heavy fuel oil	473.83	0	31.39	442.44	-16.92
31.01.2011	1	Euro-Super 95	1465.82	244.3	564	657.52	-4.69
31.01.2011	2	Automotive gas oil	1345.89	224.32	423	698.57	-3.56
31.01.2011	3	Heating gas oil	1277.92	212.99	403.21	661.72	-5.55
31.01.2011	5	LPG	791.27	131.88	125.27	534.12	1.45
31.01.2011	6	Residual fuel oil	879.83	79.98	166.84	633.01	-1.28
31.01.2011	8	Heavy fuel oil	476.8	0	31.39	445.41	2.97
7.02.2011	1	Euro-Super 95	1465.98	244.33	564	657.65	0.16
7.02.2011	2	Automotive gas oil	1346.85	224.47	423	699.38	0.96
7.02.2011	3	Heating gas oil	1291.64	215.27	403.21	673.16	13.72
7.02.2011	5	LPG	791.36	131.89	125.27	534.2	0.09
7.02.2011	6	Residual fuel oil	895.18	81.38	166.84	646.96	15.35
7.02.2011	8	Heavy fuel oil	496.64	0	31.39	465.25	19.84
14.02.2011	1	Euro-Super 95	1466.05	244.34	564	657.71	0.07
14.02.2011	2	Automotive gas oil	1347.68	224.61	423	700.07	0.83
14.02.2011	3	Heating gas oil	1300.97	216.83	403.21	680.93	9.33
14.02.2011	5	LPG	790.68	131.78	125.27	533.63	-0.68
14.02.2011	6	Residual fuel oil	907.14	82.47	166.84	657.83	11.96
14.02.2011	8	Heavy fuel oil	503.03	0	31.39	471.64	6.39
21.02.2011	1	Euro-Super 95	1474.65	245.77	564	664.88	8.6
21.02.2011	2	Automotive gas oil	1358.03	226.34	423	708.69	10.35
21.02.2011	3	Heating gas oil	1318.87	219.81	403.21	695.85	17.9
21.02.2011	5	LPG	790.2	131.7	125.27	533.23	-0.48
21.02.2011	6	Residual fuel oil	914.3	83.12	166.84	664.34	7.16
21.02.2011	8	Heavy fuel oil	516.05	0	31.39	484.66	13.02
28.02.2011	1	Euro-Super 95	1507.97	251.33	564	692.64	33.32
28.02.2011	2	Automotive gas oil	1392.09	232.01	423	737.08	34.06
28.02.2011	3	Heating gas oil	1347.85	224.64	403.21	720	28.98
28.02.2011	5	LPG	790.43	131.74	125.27	533.42	0.23
28.02.2011	6	Residual fuel oil	945.95	86	166.84	693.11	31.65
28.02.2011	8	Heavy fuel oil	556.01	0	31.39	524.62	39.96
7.03.2011	1	Euro-Super 95	1524.87	254.14	564	706.73	16.9
7.03.2011	2	Automotive gas oil	1416.67	236.11	423	757.56	24.58
7.03.2011	3	Heating gas oil	1369.57	228.26	403.21	738.1	21.72
7.03.2011	5	LPG	793.84	132.31	125.27	536.26	3.41
7.03.2011	6	Residual fuel oil	954.03	86.73	166.84	700.46	8.08
7.03.2011	8	Heavy fuel oil	556.94	0	31.39	525.55	0.93
14.03.2011	1	Euro-Super 95	1531.48	255.25	564	712.23	6.61
14.03.2011	2	Automotive gas oil	1422.61	237.1	423	762.51	5.94
14.03.2011	3	Heating gas oil	1369.21	228.2	403.21	737.8	-0.36
14.03.2011	5	LPG	794.91	132.48	125.27	537.16	1.07
14.03.2011	6	Residual fuel oil	960.99	87.36	166.84	706.79	6.96
14.03.2011	8	Heavy fuel oil	575.04	0	31.39	543.65	18.1
21.03.2011	1	Euro-Super 95	1527.15	254.52	564	708.63	-4.33
21.03.2011	2	Automotive gas oil	1425.26	237.54	423	764.72	2.65
21.03.2011	3	Heating gas oil	1372.89	228.82	403.21	740.86	3.68
21.03.2011	5	LPG	791.42	131.9	125.27	534.25	-3.49
21.03.2011	6	Residual fuel oil	960.11	87.28	166.84	705.99	-0.88
21.03.2011	8	Heavy fuel oil	573.88	0	31.39	542.49	-1.16
28.03.2011	1	Euro-Super 95	1521.36	253.56	564	703.8	-5.79
28.03.2011	2	Automotive gas oil	1428.57	238.09	423	767.48	3.31
28.03.2011	3	Heating gas oil	1370.83	228.47	403.21	739.15	-2.06
28.03.2011	5	LPG	790.82	131.8	125.27	533.75	-0.6
28.03.2011	6	Residual fuel oil	964.05	87.64	166.84	709.57	3.94
28.03.2011	8	Heavy fuel oil	580.41	0	31.39	549.02	6.53
4.04.2011	1	Euro-Super 95	1523.01	253.84	564	705.17	1.65
4.04.2011	2	Automotive gas oil	1429.17	238.19	423	767.98	0.6
4.04.2011	3	Heating gas oil	1372.28	228.71	403.21	740.36	1.45
4.04.2011	5	LPG	790.76	131.79	125.27	533.7	-0.06
4.04.2011	6	Residual fuel oil	966.97	87.91	166.84	712.22	2.92
4.04.2011	8	Heavy fuel oil	580.64	0	31.39	549.25	0.23
11.04.2011	1	Euro-Super 95	1549.87	258.31	571.3	720.26	26.86
11.04.2011	2	Automotive gas oil	1456.62	242.77	430.3	783.55	27.45
11.04.2011	3	Heating gas oil	1386.4	231.07	403.21	752.12	14.12
